context,question,answer
"CREATE TABLE table_1156428_2 (worcs_f_c_matches VARCHAR, name_of_ground VARCHAR)",There were 68 worcs f-c matches played on Chester Road North Ground.,"SELECT worcs_f_c_matches FROM table_1156428_2 WHERE name_of_ground = ""Chester Road North Ground"""
"CREATE TABLE table_name_2 (joined VARCHAR, founded VARCHAR, current_conference VARCHAR)",What joined that was founded prior to year 1856 and whose current conference is the Big South (NCAA Division I)?,"SELECT joined FROM table_name_2 WHERE founded < 1856 AND current_conference = ""big south (ncaa division i)"""
"CREATE TABLE medicine (name VARCHAR, trade_name VARCHAR); CREATE TABLE medicine_enzyme_interaction (medicine_id VARCHAR, enzyme_id VARCHAR); CREATE TABLE medicine (name VARCHAR, trade_name VARCHAR, id VARCHAR); CREATE TABLE enzyme (id VARCHAR, product VARCHAR)",Show the medicine names and trade names that cannot interact with the enzyme with product 'Heme'.,"SELECT name, trade_name FROM medicine EXCEPT SELECT T1.name, T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id = T1.id JOIN enzyme AS T3 ON T3.id = T2.enzyme_id WHERE T3.product = 'Protoporphyrinogen IX'"
"CREATE TABLE table_name_4 (game INTEGER, date VARCHAR)",Which game was played on march 2?,"SELECT AVG(game) FROM table_name_4 WHERE date = ""march 2"""
"CREATE TABLE table_15162479_8 (eviction_result VARCHAR, eviction_no VARCHAR, vote_to_save VARCHAR)",How many eviction results occurred with a eviction no. 12 and a vote to save of 2.76%?,"SELECT COUNT(eviction_result) FROM table_15162479_8 WHERE eviction_no = 12 AND vote_to_save = ""2.76%"""
"CREATE TABLE table_27529608_21 (age_s_ VARCHAR, act VARCHAR)",What is the age of the act who is a rapper?,"SELECT age_s_ FROM table_27529608_21 WHERE act = ""Rapper"""
"CREATE TABLE table_name_1 (longitude VARCHAR, ansi_code VARCHAR, water__sqmi_ VARCHAR)",What;s the total of Longitude with an ANSI code of 1036573 and has Water (sqmi) that is smaller than 0.404?,SELECT COUNT(longitude) FROM table_name_1 WHERE ansi_code = 1036573 AND water__sqmi_ < 0.404
"CREATE TABLE table_12441518_1 (recurring_cast_seasons VARCHAR, character VARCHAR)",What seasons does Nick Lucas appear in?,"SELECT recurring_cast_seasons FROM table_12441518_1 WHERE character = ""Nick Lucas"""
"CREATE TABLE table_name_37 (total INTEGER, bronze VARCHAR, silver VARCHAR)","Which Total has a Bronze of 5, and a Silver smaller than 1?",SELECT MIN(total) FROM table_name_37 WHERE bronze = 5 AND silver < 1
"CREATE TABLE table_name_78 (height_in_ft VARCHAR, years_for_rockets VARCHAR)",What is the Height for Years for Rockets of 2005-06?,"SELECT height_in_ft FROM table_name_78 WHERE years_for_rockets = ""2005-06"""
"CREATE TABLE table_name_79 (nationality VARCHAR, position VARCHAR, pick__number VARCHAR)","What Nationality has a Position of right wing, with a #20 pick?","SELECT nationality FROM table_name_79 WHERE position = ""right wing"" AND pick__number = ""20"""
"CREATE TABLE table_name_45 (team VARCHAR, year VARCHAR)",Which Team has a Year of 2000?,SELECT team FROM table_name_45 WHERE year = 2000
"CREATE TABLE table_name_50 (lap_length VARCHAR, category VARCHAR)",What is the Lap Length of the race with a Grand Prix Fia Category?,"SELECT lap_length FROM table_name_50 WHERE category = ""grand prix fia"""
"CREATE TABLE table_name_50 (date VARCHAR, away_team VARCHAR)",On what date was Richmond hosted as the away team?,"SELECT date FROM table_name_50 WHERE away_team = ""richmond"""
"CREATE TABLE table_27091128_2 (team VARCHAR, replaced_by VARCHAR)",What team's manager was replaced by Ercan Ertemçöz?,"SELECT team FROM table_27091128_2 WHERE replaced_by = ""Ercan Ertemçöz"""
"CREATE TABLE table_24384861_1 (video_out VARCHAR, version VARCHAR)",how many video out connections does the sounddock portable have?,"SELECT COUNT(video_out) FROM table_24384861_1 WHERE version = ""SoundDock Portable"""
"CREATE TABLE table_2182562_2 (winnings VARCHAR, starts VARCHAR)",How high was the amount of winnings (in $) in the year with 15 starts?,SELECT winnings FROM table_2182562_2 WHERE starts = 15
"CREATE TABLE table_name_71 (wins INTEGER, manufacturer VARCHAR, rank VARCHAR)","Manufacturer of honda, and a Rank of 8 had what highest wins?","SELECT MAX(wins) FROM table_name_71 WHERE manufacturer = ""honda"" AND rank = 8"
"CREATE TABLE table_name_94 (home VARCHAR, away VARCHAR)",What is the Home with an Away that is toronto rebels?,"SELECT home FROM table_name_94 WHERE away = ""toronto rebels"""
"CREATE TABLE table_11210576_4 (final_episode VARCHAR, character VARCHAR)",what's the total number of final epbeingode count with character being rick stetler,"SELECT COUNT(final_episode) AS Count FROM table_11210576_4 WHERE character = ""Rick Stetler"""
"CREATE TABLE table_name_63 (lms_nos VARCHAR, date VARCHAR, no_built VARCHAR)","In 1879-81 with number built 4, what is the LMS nos?","SELECT lms_nos FROM table_name_63 WHERE date = ""1879-81"" AND no_built = 4"
"CREATE TABLE employees (first_name VARCHAR, last_name VARCHAR, hire_date VARCHAR, department_id VARCHAR)",display the employee name ( first name and last name ) and hire date for all employees in the same department as Clara.,"SELECT first_name, last_name, hire_date FROM employees WHERE department_id = (SELECT department_id FROM employees WHERE first_name = ""Clara"")"
"CREATE TABLE table_name_42 (pba_team VARCHAR, player VARCHAR)",What is Richard Bachmann's PBA team?,"SELECT pba_team FROM table_name_42 WHERE player = ""richard bachmann"""
"CREATE TABLE table_27902171_4 (high_assists VARCHAR, record VARCHAR)",Who had the high assist total when the team was 0-1?,"SELECT high_assists FROM table_27902171_4 WHERE record = ""0-1"""
"CREATE TABLE table_name_10 (nationality VARCHAR, round VARCHAR, player VARCHAR)","Can you tell me the Nationality that has the Round smaller than 5, and the Player of bruce affleck?","SELECT nationality FROM table_name_10 WHERE round < 5 AND player = ""bruce affleck"""
"CREATE TABLE table_1342359_5 (party VARCHAR, incumbent VARCHAR)",what's the party with incumbent being william e. evans,"SELECT party FROM table_1342359_5 WHERE incumbent = ""William E. Evans"""
"CREATE TABLE table_name_72 (serial_format VARCHAR, design VARCHAR, serials_issued VARCHAR)",What is the serial format for white on blue with a serial issued of ss-00-00 to zz-99-99?,"SELECT serial_format FROM table_name_72 WHERE design = ""white on blue"" AND serials_issued = ""ss-00-00 to zz-99-99"""
"CREATE TABLE table_name_12 (attendance INTEGER, score VARCHAR)",How many people were in attendance for the game with a score of 98–111?,"SELECT SUM(attendance) FROM table_name_12 WHERE score = ""98–111"""
"CREATE TABLE table_name_90 (chemical_class VARCHAR, example VARCHAR)",Which chemical class uses the example Chloroethane (ethyl chloride)?,"SELECT chemical_class FROM table_name_90 WHERE example = ""chloroethane (ethyl chloride)"""
"CREATE TABLE table_name_73 (home VARCHAR, date VARCHAR)",Who was home on November 26?,"SELECT home FROM table_name_73 WHERE date = ""november 26"""
"CREATE TABLE table_name_4 (pre_season INTEGER, a_league VARCHAR, finals VARCHAR)","Which Pre-Season has a A-League of 0 1, and a Finals larger than 0?","SELECT MIN(pre_season) FROM table_name_4 WHERE a_league = ""0 1"" AND finals > 0"
"CREATE TABLE table_name_2 (model_number VARCHAR, voltage VARCHAR, frequency VARCHAR)","What is Model Number, when Voltage is 2.0V, and when Frequency is 350 mhz?","SELECT model_number FROM table_name_2 WHERE voltage = ""2.0v"" AND frequency = ""350 mhz"""
"CREATE TABLE table_17120964_5 (venue VARCHAR, date VARCHAR)",Name the venue for 19th date,"SELECT venue FROM table_17120964_5 WHERE date = ""19th"""
"CREATE TABLE table_name_94 (church_name VARCHAR, sub_parish__sokn_ VARCHAR)",What is the church in the Sub-Parish of Fresvik called?,"SELECT church_name FROM table_name_94 WHERE sub_parish__sokn_ = ""fresvik"""
"CREATE TABLE table_name_63 (game VARCHAR, location VARCHAR)",Which game number was played at Chicago Stadium?,"SELECT game FROM table_name_63 WHERE location = ""chicago stadium"""
"CREATE TABLE Person (gender VARCHAR, age INTEGER)",Find the number of people who is under 40 for each gender.,"SELECT COUNT(*), gender FROM Person WHERE age < 40 GROUP BY gender"
"CREATE TABLE table_name_26 (notes VARCHAR, country VARCHAR)",What is the notes for the rowers from denmark?,"SELECT notes FROM table_name_26 WHERE country = ""denmark"""
"CREATE TABLE table_name_63 (winner VARCHAR, series VARCHAR)",Who was the winner for ASTC round 8?,"SELECT winner FROM table_name_63 WHERE series = ""astc round 8"""
"CREATE TABLE table_name_68 (position VARCHAR, height__cm_ VARCHAR, name VARCHAR)","What position has a height (cm) greater than 180, and brian lawton as the name?","SELECT position FROM table_name_68 WHERE height__cm_ > 180 AND name = ""brian lawton"""
"CREATE TABLE table_name_83 (points VARCHAR, assists VARCHAR, rebounds VARCHAR)",How many points were there when there were less than 16 rebounds and 5 assists?,SELECT COUNT(points) FROM table_name_83 WHERE assists = 5 AND rebounds < 16
"CREATE TABLE table_name_70 (date VARCHAR, attendance VARCHAR)","What was the date of the game attended by 25,022?","SELECT date FROM table_name_70 WHERE attendance = ""25,022"""
"CREATE TABLE table_name_5 (daytime VARCHAR, saturday VARCHAR, name VARCHAR)",Name the Daytime which has Saturday of yes and a Name of exmouth?,"SELECT daytime FROM table_name_5 WHERE saturday = ""yes"" AND name = ""exmouth"""
"CREATE TABLE table_name_12 (attendance INTEGER, visitor VARCHAR)","For all games with los angeles as visitor, what is the highest attendance of all?","SELECT MAX(attendance) FROM table_name_12 WHERE visitor = ""los angeles"""
"CREATE TABLE table_name_83 (pole_position VARCHAR, grand_prix VARCHAR)",What is the Pole Position for the German Grand Prix,"SELECT pole_position FROM table_name_83 WHERE grand_prix = ""german grand prix"""
"CREATE TABLE table_16439764_1 (time_to_ft__m__at_25°__seconds_ VARCHAR, shell__lb_ VARCHAR, max_height__ft_ VARCHAR)","Where the height range is higher than 20000.0 and the shell weight is 12.5, what is the time to feet ratio at 25 degrees?","SELECT time_to_ft__m__at_25°__seconds_ FROM table_16439764_1 WHERE shell__lb_ = ""12.5"" AND max_height__ft_ > 20000.0"
"CREATE TABLE table_name_5 (collaboration VARCHAR, indication VARCHAR)",What company collaborated with non-hodgkin lymphoma?,"SELECT collaboration FROM table_name_5 WHERE indication = ""non-hodgkin lymphoma"""
"CREATE TABLE table_name_75 (power__kw_ VARCHAR, location VARCHAR)",Which Power has Location in metro manila,"SELECT power__kw_ FROM table_name_75 WHERE location = ""metro manila"""
"CREATE TABLE table_name_72 (nationality VARCHAR, school_country VARCHAR)",Which nationality is associated with Temple?,"SELECT nationality FROM table_name_72 WHERE school_country = ""temple"""
CREATE TABLE table_name_7 (Id VARCHAR),"Which 2007 has a 2003 of 2r, and a 2004 of 1r?","SELECT 2007 FROM table_name_7 WHERE 2003 = ""2r"" AND 2004 = ""1r"""
"CREATE TABLE table_23982399_1 (challenger VARCHAR, overall_episode__number VARCHAR)",Who was the challenger on Episode 5?,SELECT challenger FROM table_23982399_1 WHERE overall_episode__number = 5
"CREATE TABLE table_24319661_3 (no_in_season VARCHAR, us_viewers__million_ VARCHAR)",How many episodes in the season had 3.81 million US viewers?,"SELECT COUNT(no_in_season) FROM table_24319661_3 WHERE us_viewers__million_ = ""3.81"""
"CREATE TABLE table_name_30 (investment_income VARCHAR, region VARCHAR)",Region of eastern england has what investment income?,"SELECT investment_income FROM table_name_30 WHERE region = ""eastern england"""
"CREATE TABLE table_name_96 (socket VARCHAR, sspec_number VARCHAR)",What is the socket when the sSpec number is standard power?,"SELECT socket FROM table_name_96 WHERE sspec_number = ""standard power"""
"CREATE TABLE table_name_91 (socket VARCHAR, frequency VARCHAR, release_price___usd__ VARCHAR)","Frequency of 1.2 ghz, and a Release price ( USD ) of $70 is what socket?","SELECT socket FROM table_name_91 WHERE frequency = ""1.2 ghz"" AND release_price___usd__ = ""$70"""
"CREATE TABLE table_name_81 (player VARCHAR, finish VARCHAR)",Who had a finish of t16?,"SELECT player FROM table_name_81 WHERE finish = ""t16"""
"CREATE TABLE table_name_81 (matches VARCHAR, points_for VARCHAR)",What match had 240 points for?,"SELECT matches FROM table_name_81 WHERE points_for = ""240"""
"CREATE TABLE table_name_63 (res VARCHAR, time VARCHAR)",What is the result for the match that was only 2:48 long?,"SELECT res FROM table_name_63 WHERE time = ""2:48"""
"CREATE TABLE table_178381_1 (location_of_the_church VARCHAR, year_built VARCHAR, church_name VARCHAR)","On how many locations is there a church named Askrova Bedehuskapell, built in 1957?","SELECT COUNT(location_of_the_church) FROM table_178381_1 WHERE year_built = ""1957"" AND church_name = ""Askrova bedehuskapell"""
"CREATE TABLE table_26166836_1 (location VARCHAR, road_race VARCHAR)",In which city was the berlin marathon?,"SELECT location FROM table_26166836_1 WHERE road_race = ""Berlin Marathon"""
CREATE TABLE musical (Nominee VARCHAR),Please show the nominee who has been nominated the greatest number of times.,SELECT Nominee FROM musical GROUP BY Nominee ORDER BY COUNT(*) DESC LIMIT 1
"CREATE TABLE table_name_35 (bodyweight INTEGER, snatch INTEGER)",Which weightlifter with a snatch larger than 117.5 had the lowest bodyweight?,SELECT MIN(bodyweight) FROM table_name_35 WHERE snatch > 117.5
"CREATE TABLE table_1341577_22 (incumbent VARCHAR, first_elected VARCHAR)",Name the incumbent for first elected 1958,SELECT incumbent FROM table_1341577_22 WHERE first_elected = 1958
"CREATE TABLE campuses (campus VARCHAR, county VARCHAR)",Report the name of all campuses in Los Angeles county.,"SELECT campus FROM campuses WHERE county = ""Los Angeles"""
"CREATE TABLE table_18862490_2 (to_par VARCHAR, year VARCHAR)",What score to par won in 1998?,SELECT to_par FROM table_18862490_2 WHERE year = 1998
"CREATE TABLE party (minister VARCHAR, took_office VARCHAR, left_office VARCHAR)","Show the ministers and the time they took and left office, listed by the time they left office.","SELECT minister, took_office, left_office FROM party ORDER BY left_office"
"CREATE TABLE table_27653955_1 (colors VARCHAR, enrollment VARCHAR)",What are the colors for the enrollment of 2020?,SELECT colors FROM table_27653955_1 WHERE enrollment = 2020
"CREATE TABLE table_name_91 (winning_driver VARCHAR, winning_constructor VARCHAR, date VARCHAR)",Name the Winning driver of mercedes on 22 august?,"SELECT winning_driver FROM table_name_91 WHERE winning_constructor = ""mercedes"" AND date = ""22 august"""
"CREATE TABLE table_name_54 (competition VARCHAR, main_article VARCHAR, captain VARCHAR, lost VARCHAR)",What Competition in Main Article of Bradford Bulls 1997 have Robbie Paul as Captain with less than 5 Lost?,"SELECT competition FROM table_name_54 WHERE captain = ""robbie paul"" AND lost < 5 AND main_article = ""bradford bulls 1997"""
"CREATE TABLE table_name_72 (nation VARCHAR, second VARCHAR)",Which Nation has a Second of tomas pitonak?,"SELECT nation FROM table_name_72 WHERE second = ""tomas pitonak"""
"CREATE TABLE table_10128185_2 (wales INTEGER, northern_england VARCHAR)",How many votes did Wales cast when Northern England cast 6?,SELECT MIN(wales) FROM table_10128185_2 WHERE northern_england = 6
"CREATE TABLE table_name_31 (engine VARCHAR, chassis VARCHAR, driver VARCHAR)",What engine was used when Aguri Suzuki drove the FA13B FA14 Chassis?,"SELECT engine FROM table_name_31 WHERE chassis = ""fa13b fa14"" AND driver = ""aguri suzuki"""
